,0
0,0.9134077444247554
1,0.9991412942231866
2,0.8740600021217478
3,0.9123055536325011
4,0.3162780886994583
5,0.48554084008210885
6,0.9697630978471979
7,0.9318252316291833
8,0.8977174779899404
9,0.8791087929745016
10,0.9046345917998693
11,0.9972452505534741
12,0.6453421722428998
13,0.7101391161742919
14,0.8776988153858736
15,0.9715773406036347
16,0.8928479383974915
17,0.6156770235395956
18,0.9837938785170857
19,0.833543727848059
20,0.9955474705447134
21,0.9677921280795266
22,0.9919052601991953
23,0.8445920996961931
24,0.8223597721618601
25,0.8266770237425737
26,0.8152643329889888
27,0.999923490775746
28,0.9198531412003791
29,0.9166566319292897
30,0.9873823484437056
31,0.9400139753053589
32,0.4648984549901969
33,0.7680076604616968
34,0.9125874084731602
35,0.2879074114494762
36,0.8032583685351818
37,0.7463278702655021
38,0.8522646678328408
39,0.8613266733715829
40,0.0
41,0.9999367497851782
42,0.9650531499811358
43,0.8409623294080654
44,0.9570960116831271
45,0.6361197313105987
46,0.9454634533958679
47,0.8985929377407891
48,0.9113508569185691
49,0.9993960908369409
50,0.8158136016432063
51,0.29493587114197894
52,0.9775421338754569
53,0.9210382064561105
54,0.7150410130300889
55,0.9302788853491734
56,0.9978314373565579
57,0.9992311417296987
58,0.9990678607281768
59,0.7778083674540018
60,0.7729248237095226
61,0.7683844715067869
62,0.9471629298968217
63,0.7671984232532394
64,0.7614003083913916
65,0.3002360923741977
66,0.7973920027565387
67,0.7831042737634416
68,0.44830718064225616
69,0.5742736390882663
70,0.7938354026308739
71,0.9179354546436377
72,0.7013312175337667
73,0.9212376773384947
74,0.4160497565832707
75,0.9997220101194605
76,0.9063326743737113
77,0.981816157247702
78,0.8627582238723366
79,0.9545292140863069
80,0.20156910333143263
81,0.7530611801618404
82,0.8878872791960565
83,0.8102953079234299
84,0.8919527323371605
85,0.9799268492778027
86,0.8710053765064298
87,0.6835168472382357
88,0.9371866483579069
89,0.8320198180050935
90,0.9764081080056016
91,0.6856679461311361
92,0.6138089877520307
93,0.8396711064153753
94,0.7745564403418217
95,0.23509999206641308
96,0.9738222313080088
97,0.935787835851802
98,0.42550978741913936
99,0.48649727955534106
100,0.5988130336801972
101,0.8072362311282631
102,0.895726922257369
103,0.827630905523265
104,0.9570192869494074
105,0.7985654890583544
106,0.9455305461120849
107,0.9625396111066868
108,0.8527709851083134
109,0.8462410621700478
110,0.9745398215090244
111,0.7136427539402748
112,0.8522320071753768
113,0.2671011927463398
114,0.8895244105896668
115,0.9417521426323041
116,0.009878312892040886
117,0.8239831785910463
118,0.4769353765542129
119,0.0007650611807843433
120,0.761239921057066
121,0.938960376362404
122,0.03263944324264301
123,0.8846837643654786
124,0.9984423816798896
125,0.8901533209069385
126,0.994208009666691
127,0.7188766716718874
128,0.9471629298968217
129,0.9757152433491003
130,0.9417477557890434
131,0.6781238219667435
132,0.9593604944671277
133,0.9657808051442514
134,0.7320160369270564
135,0.9950027749210678
136,0.9603095587312045
137,0.49606357789911715
138,0.7940928992362
139,0.10908077215436451
140,0.926469083298883
141,0.9253192000304136
142,0.9860248117494469
143,0.9570192869494074
144,0.9287459334934968
145,0.7597395053153045
146,0.9795176058447087
147,0.8895244105896668
148,0.8475760197114932
149,0.7928368560156804
150,0.18424017256544467
151,0.83207252063581
152,0.5666875290305659
153,0.9993686464179881
154,0.9938663877968338
155,0.9999977109795851
156,0.7876721466094729
157,0.8710343987379322
158,0.6581723837055294
159,0.9378601441618222
160,0.9584732206892489
161,0.926469083298883
162,0.0
163,0.9639458123420476
164,0.8950727546689453
165,0.9952193934808992
166,0.8944980264541008
167,0.8739075208995473
168,0.9990945313164123
169,0.42550978741913936
170,0.6081960199658452
171,0.21490785935071477
172,0.9937284072415705
173,0.5209341769892689
174,0.9873823484437056
175,0.9999221504978536
176,0.8932944124292552
177,0.9441478868939748
178,0.42550978741913936
179,0.8671645133986573
180,0.8141640803659677
181,0.052523607849958465
182,0.9656009186756561
183,0.7513829452253319
184,0.8522320071753768
185,0.9999805044073585
186,0.9548382845958612
187,0.9625396111066868
188,0.4274048123102756
189,0.9722670858093699
190,0.938960376362404
191,0.8418466902445055
192,0.648099701502837
193,0.8703375564049862
194,0.8696849911997984
195,0.8193152948878041
196,0.30200820019515207
197,0.091014438549477
198,0.9795176058447087
199,0.9898597153358242
200,0.9532835225376514
201,0.8080721986836771
202,0.9063326743737113
203,0.7564073154827516
204,0.909273888458964
205,0.8448556583893094
206,0.2671011927463398
207,0.796938018489404
208,0.9318252316291833
209,0.4884102872480076
210,0.9970135006347789
211,0.5343104426292612
212,0.9849066711923843
213,0.9849066711923843
214,0.8642331343277458
215,0.9742892945497602
216,0.8229014965266402
217,0.8612772081510652
218,0.9869040512177081
219,0.727713281236464
220,0.8481906888947703
221,0.7582432548786376
222,0.9996075685113075
223,0.5647887629213454
224,0.7530611801618404
225,0.9135305159153229
226,0.15469468386174512
227,0.8171070387980467
228,0.8907844765459275
229,0.9993041377437554
230,0.6581723837055294
231,0.9557904034066269
232,0.8256012675188809
233,0.8170747418504176
234,0.9745398215090244
235,0.9680121684602456
236,0.5701030975625228
237,0.643501418132911
238,0.9974678339751822
239,0.9883135111695049
240,0.12315731592685886
241,0.8420025650359035
242,0.8819093294838581
243,0.3822431931719682
244,0.983600935869696
245,0.8261394433815842
246,0.8185513216590479
247,0.06153569398234593
248,0.809018113358688
249,0.9491902120019581
250,0.8266770237425737
251,0.7898657272462563
252,0.7772184397357711
253,0.9120771118919774
254,0.9387133864404305
255,0.8158136016432063
256,0.9757152433491003
257,0.7540664731758802
258,0.6508528337382251
259,0.7977322663674082
260,0.6995614706696304
261,0.9948324969330451
262,0.8163622969698221
263,0.4884102872480076
264,0.1751821959135158
265,0.7309851436352526
266,0.7853632802925292
267,0.8462845881072641
268,0.8298899350171468
269,0.8860611149194367
270,0.9561783493526924
271,0.9944408814086031
272,0.820187013050242
273,0.9431265446454621
274,0.9214315672690152
275,0.8564259368275112
276,0.8393972675387762
277,0.810849684008463
278,0.8878872791960565
279,0.9037808384535121
280,0.9234071947913335
281,0.81691041780177
282,0.8618209541460937
283,0.8831786857556432
284,0.7240841447947665
285,0.9458320129694683
286,0.7922650857670301
287,0.963869077870358
288,0.4648984549901969
289,0.7340744402919485
290,0.9192578129591173
291,0.8479927988161499
292,0.8564259368275112
293,0.5209341769892689
294,0.9984381956050162
295,0.6398142589725638
296,0.7309851436352526
297,0.9987773145728878
298,0.49797709096786935
299,0.9869040512177081
300,0.9603095587312045
301,0.7945490092241553
302,0.9037808384535121
303,0.915606459780077
304,0.7030982752363291
305,0.9976812259870719
306,0.8597901186745125
307,0.10413297368517227
308,0.48075941101091435
309,0.9889959599114381
310,0.9715773406036347
311,0.8666776655783291
312,0.8965836682129447
313,0.8479927988161499
314,0.9388423090181214
315,0.9050602922087756
316,0.8729526218845994
317,0.9708797991064839
318,0.15469468386174512
319,0.8130615484372308
320,0.8383507676232463
321,0.8094565010934905
322,0.9962635010250456
323,0.9983118042751442
324,0.16336121019523997
325,0.8791087929745016
326,0.6727095090420209
327,0.5457587037712948
328,0.7954161906909554
329,0.8969709281035114
330,0.9993041377437554
331,0.6817215789639268
332,0.4780824698007968
333,0.9726057869564395
334,0.9832118227524735
335,0.7429410942953195
336,0.9212376773384947
337,0.9423724032793089
338,0.9708797991064839
339,0.5533792803574531
340,0.8700710932791562
341,0.9996667440071821
342,0.9841765301541315
343,0.8261932282345184
344,0.8393812365618982
345,0.9059093346627566
346,0.9611090691542605
347,0.6526857709156827
348,0.7388004893472975
349,0.389717589713388
350,0.8094565010934905
351,0.9793023053531076
352,0.7876721466094729
353,0.9622554453053314
354,0.9997621962639747
355,0.9987671633338548
356,0.9999089757094664
357,0.9414062977043206
358,0.9970939462422659
359,0.0
360,0.9963941859041525
361,0.9838578152865213
362,0.9178614930742893
363,0.11796007739234571
364,0.3803783968027332
365,0.7580751660414856
366,0.887003131846221
367,0.8832998253834256
368,0.7736979689959959
369,0.916696912811757
370,0.8451418372437687
371,0.6526857709156827
372,0.9544746049675358
373,0.9753184905944491
374,0.973677606542292
375,0.9743016505326484
376,0.8691050043453706
377,0.8990295158601701
378,0.4179396672250455
379,0.6526857709156827
380,0.9431265446454621
381,0.9733387168345695
382,0.9996896649387638
383,0.9706066018818199
384,0.9162937358426875
385,0.8739075208995473
386,0.9455249765427616
387,0.988363085795736
388,0.5285799411404577
389,0.9630486552205798
390,0.6194085154259689
391,0.9779884549968568
392,0.9451610861924259
393,0.7701599675063555
394,0.18120293729974735
395,0.8963985470893387
396,0.599188994999821
397,0.9989468999867205
398,0.5002733392225461
399,0.9996896649387638
400,0.934666441724796
401,0.0
402,0.5129014587621423
403,0.2984666516497879
404,0.8389460713375599
405,0.5514751181317846
406,0.8196423636945077
407,0.8894302098379472
408,0.1029106016323148
409,1.0
410,0.8715150047465501
411,0.8245231339565514
412,0.8265695553665328
413,0.9814077857322712
414,0.571430581259546
415,0.0
416,0.9955355719529452
417,0.9212376773384947
418,0.43917416465404946
419,0.913816699373941
420,0.7671849119214673
421,0.8314882568495038
422,0.9938663877968338
423,0.8437089843962005
424,0.9353908845769475
425,0.8271066584858622
426,0.8596410768834727
427,0.872735415437723
428,0.7842662995094339
429,0.9548382845958612
430,0.5075445531061018
431,0.4179396672250455
432,0.9335732309018476
433,0.43784372872742994
434,0.9388423090181214
435,0.12054763251592904
436,0.7989782483042408
437,0.8592930779052033
438,0.8048142772229979
439,0.2884329887196453
440,0.9523918586994424
441,0.29440719512843305
442,0.9824207179059008
443,0.8842231818629467
444,0.9297601259710042
445,0.6763213830695388
446,0.9896463022502773
447,0.9965040986655636
448,0.8508239354726544
449,0.6763213830695388
450,0.013040846203305034
451,0.2879074114494762
452,0.9718636952861482
453,0.7905466338224388
454,0.9162533731717508
455,0.8422712500581487
456,0.9533148479401119
457,0.6231337349751921
458,0.9932557256448408
459,0.8147144921742244
460,0.8544744471236999
461,0.19036737572884044
462,0.9444865263217672
463,0.8924007113111051
464,0.9605300696501508
